"E11ENP.1";"E11ENP.2";"E11ENP.3";"E11ENP.4";"E13ENP.1";"E13ENP.2";"E13ENP.3";"E13ENP.4"
"10000";0.022295479299941;0.0884726644269751;-0.144240821428638;-0.0375889475668515;0.241717350326114;0.0113240505336636;0.069591416821127;0.0119560553095926
"10016";0.139529286487075;0.24405079442473;0.164568412298166;0.142892780213541;-0.0765863941388204;-0.119502381882486;-0.0621150688423835;-0.00360994369081461
"10018";0.00963035150211412;0.072159185395588;0.0673475063572366;0.181421901926158;0.00489512865498788;0.00478672825834693;-0.0403622602011995;-0.0470518412723783
"10019";0.200435820264483;0.0466526814541964;-0.188365540692766;0.105161061211623;-0.087743324378606;-0.09338832724758;-0.1308433851559;0.0638965533046183
"10021";-0.0493805110944344;-0.164022759562286;0.0083421831823845;-0.227571857749005;0.0601433943754154;-0.000199659982903949;0.296453912062007;-0.0867177600785712
"10040";0.691784962701601;0.533510802181862;0.23978801786689;0.742846599684909;-0.157788067991821;-0.249126793902241;-0.09013117741875;0.172627428154193
"10048";-0.000558160507398673;-0.148672584817496;-0.0961249232934157;-0.0200148956958855;0.141274865977091;0.0556237738984327;0.194414424713825;0.0731820795576336
"10057";-0.0804838495678357;0.0129779573382536;-0.14646166911851;-0.0242759043838584;0.0195903220471574;0.0620529018646207;-0.000360671676636857;0.0567358793163562
"10092";-0.0257051164425177;-0.0288281061379585;-0.0501742088330071;-0.0101587195046763;-0.0586770433933037;-0.07430536717597;-0.043259703958016;0.0951331154190066
"10096";0.0338907433094358;0.132917828276973;0.01580064019811;0.13221344407974;-0.052842933081649;-0.193845871282139;-0.0539276891141071;0.0156475710986906
"1012";-0.0828285661006211;-0.0779838081632188;0.0608400399069995;-0.154038732502359;0.0151987151139025;-0.100339336092402;0.0332152302484202;0.0587317092302325
"10126";-0.0247546983571033;-0.0838264123614386;-0.0901972991319404;-0.137403262095926;0.097082428541795;0.13454993856432;0.0310164312928387;0.0923854391659136
"10150";-0.167745609401033;-0.134494416090812;-0.147507950293308;-0.183700879711453;-0.0289529370616573;0.216534861400062;0.177130986229032;0.191021690603033
"10163";0.578868317886281;0.147056088522817;-0.064057513060635;-0.0421664642534439;-0.272496943998223;0.295384668059244;0.0575109308068472;0.204371231064213
"10166";-0.0193606289502376;-0.0536506998044113;-0.143443201005109;0.0408271084438151;0.259603139862173;-0.0472949001841186;0.0817470474717546;0.0152611142843899
"10169";-0.0257051164425177;-0.0914119299899654;-0.0375917150817631;-0.0639128335354801;-0.0842653286769244;0.0506457599366983;-0.0537460627968467;0.120037293992752
"10179";-0.151606972904155;0.0064414277652204;0.0723518488488296;0.122061387648567;-0.0715593225743718;0.0269164863840998;0.069591416821127;-0.106320600998741
"10184";0.53922223130154;0.662635531838436;0.340899949160695;0.442494053834545;-0.00703912059562703;0.149024136142763;0.203327257789219;0.308553525586642
"10186";-0.271264062392616;-0.281514855981672;-0.52979382311612;-0.278560902441509;0.424751469170309;0.567081624005009;0.433627624092711;0.421178032085435
"10205";-0.087500327435189;-0.0253071213143735;-0.0123846827413654;-0.299011100189581;0.0984345112219697;0.242553785992403;0.069591416821127;0.0812048266606048
"10207";-0.0661306371309807;-0.131796004055702;-0.381752579390084;-0.260466553600308;0.342912425827711;0.343420126633586;0.289252495387404;0.415242314299634
"10217";0.284673697087059;0.292611435220073;0.453605304590581;0.237424295957651;-0.0364567413073156;-0.106403950724989;-0.0207915346569789;-0.0873624523913657
"10221";0.0492210497889819;0.0111481340646862;0.41181248233595;-0.0489158863117797;-0.0609421176562491;-0.00476481784652969;-0.0200148956958855;-0.0470518412723783
"10243";-0.0493805110944344;0.126012058751051;-0.124982202997939;-0.0532183776068489;0.01746907130849;0.042139835268096;-0.0608853566891305;-0.252316995350718
"10251";0.0541826263511794;0.0398936792524229;-0.112896038943231;0.0838350218653595;-0.244928188663411;0.0395841631194712;-0.0586993032880931;-0.0682622738462792
"10257";0.136787176798936;0.00980911836053843;0.06354504354976;0.131226190893292;-0.226972299782977;-0.134284996624316;-0.225081284604363;-0.161506556260871
"10274";-0.0698872468528226;0.0311308177762615;-0.051847147075881;-0.083735921660893;0.0954678298741967;-0.0108289068037845;-0.113028701417997;-0.104937151859989
"10276";0.189848536824305;0.116327949074526;0.111449709539657;0.167588119678733;-0.108244852303155;-0.104937151859989;-0.150203976597656;-0.0881891024929998
"10285";0.00767260586774362;-0.0426423814614906;-0.0291917479554661;0.0326467289427247;-0.450433068697489;0.00420292186989685;-0.101464617858864;0.126188032922975
"10296";0.0650997065213134;0.0744216154341137;0.00761009579381634;0.0376088734353075;-0.137049021058946;-0.0873396148976091;-0.152524716929683;-0.0614246926774995
"10298";0.106802780955668;-0.0458813572591659;0.0811730427903167;0.0240927345097291;-0.102099867884259;-0.179236137722216;-0.166457899342791;-0.352134323773193
"10299";-0.0311856295620411;-0.0269844395646287;-0.0426669047895827;-0.137906486467506;-0.0269042801897567;-0.000199659982903949;0.0624620689803987;0.0550411754483245
"10370";0.103110254515978;0.0472855983536714;0.0815341314684833;0.0089367117095084;0.0943838034035607;0.150807162262012;0.0929295306393087;0.136641603063709
"10371";0.0702200169178392;0.0220311896270782;-0.064057513060635;0.169368304280971;0.155885145002923;-0.000199659982903949;0.0198046990677656;-0.0759319628072668
"10381";-0.572605442649651;-0.624963191411562;-0.570309805236247;-0.66243356011339;0.61525319995621;0.407480910314782;0.350964936382878;0.337670103173458
"1039";-0.0257051164425177;0.0580067032444668;-0.064057513060635;0.0450513943200312;-0.152799092594161;-0.156310389397845;-0.142760808540343;0.0318304633519993
"10391";-0.0804838495678357;-0.121242720834431;-0.21138467154126;-0.159496037492296;0.88068173996019;0.704948308713567;0.528607759414148;0.526738729829257
"104";-0.0408763592800109;-0.256513550386488;-0.336881555360857;-0.183700879711453;-0.0781129164167602;0.123244206708027;0.0247350717088754;0.116487050675006
"10401";0.0978354010073663;0.121242533007225;0.115472952913149;0.0642165616908131;-0.0041658768890996;0.0355195463137449;-0.0753323226409311;0.0872576974521711
"10409";-0.0705242457926583;-0.181045454941672;-0.064057513060635;-0.259314505606796;0.545756105491416;0.583668910250394;0.569941038416262;0.474068858053599
"10425";-0.0389070301724541;0.142044636013411;0.00864489909056923;0.123034683946387;-0.0519533739519188;0.00347522617354352;-0.0354160108248174;-0.0207861957711929
"10447";0.115701096136119;0.124622187714593;0.0603355200494959;0.148594645519945;-0.0659634493539692;0.0765759318059191;-0.0416080207212569;-0.0532183776068489
"10458";-0.063517830881757;-0.141793707674865;-0.0190187959113798;-0.095219940343055;0.132647695409145;0.0620529018646207;-0.00364800572363555;0.100613330785287
"10477";0.0494604809328158;0.0334044266383161;-0.0582768688970803;-0.0639128335354801;-0.152799092594161;0.0284495650227836;-0.161072943881923;0.0726182894134458
"10479";0.0524237504079728;0.17147867334688;-0.0355845244720212;0.0719642743486608;-0.178072075162481;-0.0344894980795005;-0.048122960274744;0.319747787084866
"10497";-0.109372739342332;0.137946918544083;0.0770586142381147;0.0797315008031828;-0.0665540509183201;0.00630959556427462;0.0566181677137452;-0.170125041838875
"10498";0.54875563700668;0.469598697387214;0.479096950293303;0.302228252119221;0.0358794558591749;0.125681808840949;-0.369236095119099;-0.292746940055372
"10499";0.0128364838537198;0.198047854260059;-0.109999722041161;0.0516766401652222;0.143230011031772;-0.0319499459245725;0.069591416821127;-0.0267725370812747
"10513";-0.098267601285765;-0.000149303417589835;0.0179980996815436;-0.0383564169143003;-0.0519979605438554;-0.0326671261970958;-0.0615499499362635;-0.0436081988731958
"10521";0.0658821748500562;0.0587964038409647;-0.118499879424532;0.036429621499721;-0.16911694262023;0.151894277162477;-0.00330897999278384;0.206543120280932
"10525";0.314753788021919;0.371582015063687;0.144921469197652;0.268186302315605;0.032780281458624;-0.16911694262023;-0.168789040346966;-0.416674837047041
"10554";0.359441135027574;0.518842417807908;0.244719039131288;0.155230438150213;0.1552161289277;0.123244206708027;-0.0944382431435026;-0.555113675808174
"10559";0.151275825184581;0.239421386945285;0.0242458231128987;0.230058590172488;-0.206157737873066;-0.0961249232934157;-0.192998105398862;0.121810317980025
"10564";0.134967148928648;0.178526423457078;0.0776381880544872;0.209492097646445;-0.13202120856978;-0.0231669628565401;-0.181020111217106;-0.092426150674757
"10565";-0.136848683910289;-0.0395063868728317;0.087055510482255;-0.0441092502912055;-0.0648409350726425;-0.0417366619682222;-0.0175963806198569;-0.1308433851559
"10570";-0.407990302274028;-0.407181523924035;-0.31221806202444;-0.475195301055637;0.652157500273958;0.532176598169391;0.583668910250394;0.556537783796135
"10608";0.0575462603827974;0.0129779573382536;-0.214195369842905;-0.0318584925762508;-0.0216925411887793;0.242553785992403;0.192007325386296;0.412773597407239
"10612";0.43744137719747;0.39218294846469;0.18446095900017;0.350786330562958;0.047902595454807;0.0256984919477345;-0.203184139652404;-0.238483730226536
