"E11ENP.1";"E11ENP.2";"E11ENP.3";"E11ENP.4";"E13ENP.1";"E13ENP.2";"E13ENP.3";"E13ENP.4"
"10613";0.074189169207764;0.0805823121987005;0.0153206802146094;0.167149168179123;-0.310160201547273;-0.257858627960665;-0.361900418522258;-0.456439831940631
"10614";0.183746922201524;0.108666149894821;0.160035599815424;0.00916935708072564;-0.0597755961305051;-0.00779049163854923;0.069591416821127;-0.0202091063044118
"10618";-0.0395635976716258;0.0220311896270782;-0.0881683836359718;-0.0807763943113983;0.0352816319463784;0.0470768901245212;0.0342327349992092;0.0554763313386113
"10620";0.470255491480293;0.381768133171843;0.245628630927745;0.261068087481226;-0.0727169818351723;0.0620529018646207;-0.203184139652404;0.0318304633519993
"10627";-0.0220048519943255;-0.0650430374289316;-0.0454637571120505;-0.116275559207312;0.0283969381760048;-0.0886097801479824;-0.0242759043838584;0.00155857532491017
"10634";0.278110462659607;0.266119911239954;0.0462939532465931;0.278416151584756;0.122139337732051;0.0269164863840998;-0.0986761654952448;-0.0418042259043221
"10643";0.38081156842539;0.01700372423287;0.0820529069361672;0.0394820208916014;-0.790525007550073;-0.184580970067578;-0.0574222767922213;-0.00304245040013631
"10659";-0.592034034108674;-0.500500411908237;-0.310045360600418;-0.445427983479244;-0.295402811937979;0.0923250651250152;-0.109102731253843;0.0416463340288993
"10678";0.142342556567245;0.205292683801608;0.297814936621981;0.288008988574808;-0.11007019356315;-0.0543265949229618;-0.0124757590079694;0.0314234895653196
"10690";0.0502990712450888;0.0135859597214773;0.0296955966252931;0.0104292973623321;0.0373328056429707;0.097340318983644;-0.0165289044484747;0.00872497862224103
"10725";-0.148751670474576;-0.210862001442909;-0.315643119129482;-0.306174558615698;-0.003360755078627;0.430693300079167;0.289252495387404;0.221982064638681
"1073";-0.0823987978968275;0.00516090057248955;-0.099892618402977;-0.0492452432808166;0.196875766506143;0.0765759318059191;0.0797471760131276;0.0834253019499013
"10743";-0.0493805110944344;-0.0124704557968639;-0.183869698130405;-0.187586455765346;-0.067449819705206;0.266357543505522;-0.201453987711538;0.0784157211833638
"10765";-0.00317278716389237;-0.0410612196131484;-0.0299916928273619;-0.0799406889046671;0.0280299928955271;0.133115138368909;0.0465260475785707;0.135241335110203
"10767";0.00406225278963916;0.029424546350572;-0.0333432127230878;0.0307738529875311;-0.099892618402977;0.0355195463137449;-0.101132897232802;0.020640459616282
"10768";-0.0800881942949324;0.0701693129079485;-0.136392233789967;0.0355575144403951;-0.127242846220109;-0.0227377433170614;-0.142405165520292;0.0116521301141314
"10769";0.51211256116872;0.588294174627822;0.6290351385776;0.553450808814076;-0.0980313342412924;-0.328608195384804;-0.000360671676636857;-0.066690595713254
"10776";0.102729150378242;-0.0012464797334138;0.0273386440616749;0.00182040615433412;-0.0605637305128733;-0.0614246926774995;-0.0230135246352889;0.0416463340288993
"10777";-0.186110903464798;-0.149595114790163;0.185497688818913;-0.0513142065838997;0.23011215998481;-0.0341108793926752;0.158255774272505;-0.0433492832322865
"10788";0.068356007386198;0.198047854260059;-0.109999722041161;0.115066639692979;0.0195903220471574;0.017919487308091;-0.0678873892441943;-0.410146983577752
"108";-0.286743758015951;-0.116847771799158;-0.470678158731508;-0.419981703487861;0.290562600248294;0.298343502515418;0.376779958032994;0.364601465574055
"10818";-0.0142627147289845;-0.0389890263110996;-0.139802277292424;-0.0081548288088428;-0.0493244133221393;0.0371978386915108;0.0332036992154991;0.074351012019821
"10838";-0.0493805110944344;0.0327597654816452;-0.00268668430582096;0.0538428191569761;-0.109183868511207;0.103580868243477;-0.357787879059591;-0.189377067230946
"10905";0.0737914444674735;0.100857542840425;0.0880348977862589;0.134366170926215;-0.11443804250021;-0.114038472769076;-0.0156440157534059;-0.106320600998741
"10914";0.101466557822289;0.102464217994595;-0.0191131434252116;0.0683607574158937;-0.201419848752925;-0.0696715875464268;-0.0778713938513685;-0.0395063868728317
"10915";0.155525359146797;-0.0417779985451265;0.0853677088756088;0.0249358364312472;-0.276687859125075;0.0327403640971942;-0.060516845063929;0.022230368481117
"10920";0.0407553754982505;0.0600406328663653;0.0145093479231841;0.0296330475475908;-0.0516634220939075;-0.0501742088330071;0.00763125645632273;0.0784157211833638
"10944";0.0270015226282919;0.0861456039268336;0.041703245235446;0.069423789636207;-0.0757005069327764;-0.0108289068037845;-0.126959435537025;-0.0299595126549431
"10950";0.0635116851969665;0.0538315635994377;0.0456425393461112;0.100085909857215;-0.0319499459245725;-0.0985795472228164;-0.00506992565298044;-0.113532673753153
"10979";0.00251420934251893;-0.265246559215083;-0.151618663683084;-0.230344191452593;-0.395574790065828;0.303706283213107;-0.106568810919152;0.172282922496518
"10988";0.338010570495926;0.503535308449732;0.353338314785338;0.419796447128015;0.160752242233464;-0.0705147828164888;-0.0253178792080713;-0.215145896763414
"10999";-0.0220048519943255;-0.0536506998044113;-0.0176528277532946;-0.0343875653344855;-0.0971321070919517;0.00630959556427462;-0.0403622602011995;0.0416463340288993
"11011";0.0263294040479831;0.0390989624820445;-0.0392798989163434;0.0550357158899906;0.141640650024815;-0.0436081988731958;0.235541502684251;-0.0473113983758336
"11030";0.823994015472437;0.6290351385776;0.596878892696099;0.61525319995621;-0.400833337990425;-0.615165696869187;-0.37326161406452;-0.404247752680074
"11041";0.0178487445097083;0.0531661155489814;-0.00232499368065075;0.036191661177963;-0.0776872076726169;-0.0852261665438318;-0.106172971354641;0.101560435941984
"11052";0.0179477541936217;0.00109410638587503;-0.144240821428638;0.0484336583247968;-0.00519926335743454;0.19271746726061;-0.00528166203724017;-0.0100419336208122
"11057";-0.13098635379015;-0.0326045076228736;0.0141408981123955;-0.0994045035688014;0.0896794721495508;0.00332914424966526;0.0934936602858289;0.123894685763869
"1106";-0.0352161372535703;0.0172182713146023;0.0765354737306421;0.0594212395491988;0.184133424116762;-0.104937151859989;0.350964936382878;-0.148571019192628
"11078";0.0370923233421312;0.0830925153591212;-0.00156679936070789;0.00253022920722816;0.0575894024099658;0.0765759318059191;0.0110836010563781;-0.0277684699015891
"11096";0.10180075207029;-0.0525588856863484;0.0131475780116004;-0.0394288533096096;0.106571874279131;-0.0165289044484747;0.188157367652742;0.138710823318366
"11113";-0.204046765173827;-0.0138419265472222;0.284673697087059;-0.14906340506837;-0.0608092115405703;0.15360697920236;0.00763125645632273;0.0416463340288993
"11127";-0.214797666189325;-0.121790881214363;-0.179965256311457;-0.220811523933188;-0.279648751777621;0.140062061169644;0.0133088169806901;0.243020236697638
"11163";0.0528088646511408;0.0395331602039614;-0.00124203854583367;0.0426464122516207;-0.122222040971933;0.00924121219308885;0.00616441510388426;0.0902826849124021
"11166";0.204832314380224;0.27036600039814;0.0714669354233767;0.44707550046957;-0.281755165856107;-0.242119079902975;-0.159033997463568;-0.616797343770056
"11168";-0.103190334407075;-0.0914119299899654;-0.166084528713993;-0.045670807506581;0.306826679157922;-0.0417366619682222;0.157025587018331;-0.0264384403074012
"11174";-0.110690530339643;0.0167094042848543;-0.0582768688970803;-0.0471432552263146;0.127182014965523;-0.0231669628565401;0.213580580042863;-0.156462575655124
"11176";0.154398575518138;0.134072182705834;0.0750585424916347;-0.000627695616211406;-0.0825008253815979;0.031356410875707;-0.0659453552670869;-0.0375861800519399
"1120";0.245898388205846;0.189960419340221;0.204433996979179;0.278416151584756;-0.0223879643108511;-0.223266217699468;-0.0921432033289785;-0.0759319628072668
"11214";-0.103474442058291;-0.165119835581726;-0.240241868351698;-0.167530191849525;-0.233905936355594;0.298782851978507;0.0389444283457654;0.179212455771687
"11217";0.398368057073092;0.218754113101693;0.202009012976543;0.18194611271949;-0.105911868392489;0.0102290999248596;-0.0170566366429459;0.0959617698261415
"11221";0.268882591620495;0.19357105833065;0.270176372107307;0.212152278634047;0.0903031778357547;0.0284495650227836;-0.0593710469840049;-0.0937134934736858
"11235";-0.0493805110944344;-0.020243528916364;-0.131446822610916;0.00098090263523509;-0.067449819705206;0.145090683432156;0.0924325238307627;0.164582895606381
"11253";0.24141877531861;0.251528860948873;0.269235704887951;0.174152763641929;0.155391275047561;-0.0585306753438931;-0.00364800572363555;-0.100225359947191
"11270";-0.0493805110944344;0.115863755585238;-0.00640328866994093;0.0751866741356496;-0.116748483694124;-0.242119079902975;-0.37326161406452;-0.223984588658976
"11275";0.234720248056101;0.064938721251718;0.149254291187668;0.0561061580071508;-0.148672584817496;-0.2474777927191;-0.110924409203569;-0.16513165067554
"11278";-0.0493805110944344;0.00598552596208456;0.0555239162229162;-0.133224863626862;0.167489244562531;-0.0218548605548778;0.229883686607185;-0.0759319628072668
"11282";0.0284150525258482;-0.0012464797334138;-0.0247546983571033;-0.0119688372720241;-0.00599298713924348;0.0327403640971942;-0.107095972244779;0.0805333575718136
"11313";0.108338146209201;0.121932398218666;0.0702200169178392;0.103650191746626;-0.0707412801969514;-0.0218548605548778;-0.112196367497679;-0.397561477433557
"113178";0.212996216836337;0.246868258122857;0.206114686058224;0.246223528828294;-0.235197556249271;-0.193845871282139;-0.494105939530583;-0.124530755532916
"11320";-0.0493805110944344;-0.115397828709795;0.123551613862419;-0.0862240148185306;0.250459317726537;0.148537349015917;0.242724008721219;0.00537117451360637
"11325";0.0144128422608465;0.0707885599365071;0.0202234781914372;0.0463024059747564;0.0290324542584096;-0.10804184146562;-0.060516845063929;-0.00873913070557535
"113263";-0.0621150688423835;0.043157308525189;-0.17607685171162;-0.133120855218497;-0.00513491469152439;0.245525867799638;-0.0204712750283958;-0.0409477543371427
"11345";-0.285117007817487;-0.149496796929387;-0.218733038751689;-0.222994866284608;0.0746354773438309;0.114913571984237;0.128884443988535;0.286745659233837
"113829";0.323567140135979;0.323355045481246;0.289083841165865;0.331538476507143;-0.087743324378606;-0.283032416481293;-0.252905629834959;-0.182876118313781
"114294";-0.0102631282301306;0.0185275821854696;-0.0974091561121359;0.0347590262747752;-0.0207429369393774;0.195788972876605;0.0277324307321574;0.19682601434499
"114789";0.0330349479435428;-0.103031601870954;-0.0198162127906731;0.0442806163488581;-0.178894801382619;-0.00506992565298044;-0.212687541554413;0.246107769584045
"114798";-0.168323199652684;-0.264134652868256;-0.0166739098126636;-0.266271887057878;0.601195428652187;0.469851239318991;0.746131303664236;0.551092807129823
"114823";-0.133120855218497;-0.196189656580616;0.264097576873472;-0.118928930526206;0.130412880272298;0.105292237701128;0.069591416821127;-0.209011070066723
"114883";-0.262877656323858;-0.22213743346679;-0.179965256311457;-0.249961705173597;0.252450687803786;0.391970200301176;0.398800951447285;0.289036943471383
"114885";-0.00216499980238181;0.103239431891934;-0.0582768688970803;0.0736415708955877;-0.137790211463142;-0.00628602618280581;-0.406970312582589;-0.0682622738462792
"114990";0.0896686466043017;0.142974974698274;-0.0481346505237695;0.105161061211623;-0.0786689481836202;0.236865155199184;-0.136848683910289;0.24508653640519
"114991";-0.140598888222787;-0.350020685663049;-0.209807756802441;-0.20056387318237;-0.293358851955773;0.291763176440151;0.069591416821127;0.166449838061931
"115";-0.178659767460497;-0.236697086417125;-0.251127270022632;-0.257538223120098;0.320944275229591;0.37292657802585;0.309296872135499;0.272572038271809
"115123";-0.192722804565923;-0.236697086417125;-0.0137707012253267;-0.162915514087295;-0.0146925529400819;0.00138586733265526;0.157547967797714;-0.0202091063044118
"115294";-0.0128599771633937;0.0135859597214773;0.21745016693882;-0.0727169818351723;0.00489512865498788;0.00761009579381634;0.0982596330283117;-0.0439284584460435
"115330";0.00753184548603344;0.156918362377904;0.253890883009955;-0.087978611319891;0.0920191999762475;-0.181240887811943;0.0555791121270152;-0.234498853478314
"1176";-0.176234245878023;-0.0106889563099135;-0.131446822610916;-0.0551474807660694;-0.0230703483555649;0.1377594995719;0.069591416821127;0.256009694241366
"1182";-0.0390843605278617;-0.109296552276112;-0.112548536426069;-0.0731161368313379;0.172988868512653;0.312123090644351;0.0225532095813646;0.0677127200817166
"119392";-0.0270559160231969;-0.0106889563099135;-0.064057513060635;-0.0248466063198029;0.0844189584857594;0.0375601088783726;0.091574123374471;-0.0231990836312722
"120";0.0090650713078197;-0.020243528916364;-0.159545287175438;-0.107967141299298;-0.275222381921524;0.318753494175527;-0.060516845063929;0.18617537647974
"121441";-0.0695723055673092;-0.21138467154126;-0.0574222767922213;-0.00806493043976078;-0.911208226650169;0.376779958032994;-0.26601441140722;0.105844409340356
"121551";-0.48061812482404;-0.452447364110182;-0.395125033697321;-0.515168515395773;0.483176584587105;0.179494082524909;0.12609998386195;0.30964422331142
"122060";0.266854601439503;0.0797877574730651;0.0521319473364722;0.269277261756416;0.00489512865498788;-0.109372739342332;0.0244440952740218;-0.122898340476698
"122553";-0.121005013591957;0.0634799013266784;-0.174357033602853;-0.0639128335354801;0.0181033691060413;0.263085416099383;0.0463024059747564;0.316193529784993
"122830";0.399080661558722;0.33595085788076;0.363391813039207;0.381315896374422;-0.157323874715319;-0.0634207206085922;-0.133449210726192;0.0521319473364722
"124808";0.0382186658079165;0.11903523302979;0.0111481340646862;0.155827871893905;-0.0230703483555649;-0.335674339650635;-0.168789040346966;-0.322518052531562
"124842";0.105708095326231;0.0373328056429707;0.0386136108323042;0.131561373714338;0.0571703022201121;-0.195613425919882;0.124765472856069;-0.292043418999344
"124930";0.0188059087253293;0.0534622121309713;0.117029941495284;0.0418418207608281;0.0896794721495508;0.121895375269705;0.0463024059747564;-0.0352862648359355
"1263";-0.265246559215083;-0.0815589057211296;-0.00508666345565868;-0.0503983313606209;0.395974821626506;0.0342557671869203;0.0208394156086671;0.212425170295421
"1266";-0.118214838896786;-0.0991893286813298;-0.114056189130552;-0.0970206414744707;0.0828146648400076;0.0765759318059191;0.00254090697880007;0.0731820795576336
"1268";-0.533615011976979;-0.416933307464644;-0.639333955997632;-0.500500411908237;0.619870836423094;0.891269602284819;0.643269763150313;0.940762558213918
"128338";0.524311564633457;0.529411392806001;0.134366170926215;0.553450808814076;-0.0244771670525013;0.0385502975297897;-0.132189211758998;0.0309375422842027
"128954";-0.124832555552137;-0.246971888219469;0.0100154473086529;-0.168091293219243;0.123149514894918;0.00138586733265526;0.0269219405824811;0.0797877574730651
"1290";-0.391715950415028;-0.404247752680074;-0.488730019744551;-0.321978204086519;0.636979620189632;0.819580098025749;0.76529146411252;0.711979600279039
"129080";-0.092686213732982;-0.0650430374289316;-0.122212212479062;-0.114342290410032;0.0156307042824438;0.11177923848854;-0.152524716929683;-0.154676229093842
"129563";-0.133902513336907;-0.0365027488551398;-0.178850077756019;-0.0200148956958855;0.0954678298741967;-0.0634207206085922;-0.00694664757669044;-0.0500038043712181
"129607";-0.262708223806683;-0.291722975043977;0.026046185001906;-0.264678063367053;0.125541923172434;-0.120117594602553;0.153098338900884;0.130212462549062
"129642";-0.0934977271508528;-0.0901082403235068;-0.18178273644174;-0.0774679068751892;0.0429196937089248;0.101827524077927;0.0975847498134258;0.133937873136075
"130074";-0.0257051164425177;-0.0317217394946797;-0.193867895289107;-0.0394288533096096;-0.484130092927126;0.15457595656988;0.0495399677703358;0.373184681265727
"1301";-0.112124812365659;-0.0388725826953131;-0.0417170020836456;0.0767629097302073;-0.0146925529400819;-0.01133068133102;-0.0163957997209351;0.0585103843736464
"130612";-0.275856950435566;-0.189762027361056;-0.345257164946062;-0.253282997133265;0.209335553523521;0.0765759318059191;0.233476770980137;0.203527419014459
"1307";-0.143443201005109;-0.142429846755577;-0.00508666345565868;-0.107967141299298;0.00489512865498788;0.170110676294395;0.111009154828121;0.348436368459912
"130733";-0.814839653281574;-0.82165940067023;-0.857824993966503;-1.07560015778557;0.686955895454987;0.809627613951073;0.703247693427436;0.859793896939003
"131096";-0.114712018998258;-0.0486027963297108;-0.0176528277532946;-0.0639128335354801;0.0903031778357547;-0.0717030577899538;0.482299201258712;-0.0439284584460435
"131566";0.159013265527287;0.0443191387659752;-0.153856265212563;0.138789409460061;0.0463074309741378;-0.0705147828164888;0.047197765607673;0.0309375422842027
"1316";0.666158446592535;0.585033405170588;1.14167960803729;0.564644582155927;-0.444635175593953;-0.296880468374897;-0.131094522623691;0.121211413218634
"132204";-0.092686213732982;-0.227936213929239;-0.0242479076580749;-0.048181894418678;0.0494444360067138;0.017919487308091;-0.00302699738632365;-0.0108289068037845
"132864";-0.505164894613378;-0.479031447932762;-0.446354859950112;-0.491108358345918;0.0728293514905274;0.482713567755017;0.632259413549491;0.603229486975843
"133";0.075977310546589;-0.0317217394946797;0.0176462428916465;0.126278689838913;-0.028524670912099;-0.211451262557978;0.113296706495603;-0.156462575655124
"133022";-0.387340246577153;-0.219495419693778;-0.317666975157219;-0.313469353939393;0.0651790586707687;0.133908091287616;0.183793620124099;0.334517661608577
"134218";0.851180914808657;1.1290971216737;0.817013952611117;1.2034237198193;-0.622032625838858;-0.368229919024637;-0.618567029136809;-0.476780427164431
"134548";-0.00598078271510565;-0.0146687145077386;-0.238483730226536;-0.130428023914707;0.00489512865498788;0.109646761275953;0.069591416821127;-0.0213821927007633
"135293";0.106087270615924;-0.00900653988775533;0.372668474785973;-0.123888473153156;0.0868276604565622;-0.00779049163854923;0.0805333575718136;0.0282710305704361
"1362";-0.0814697795114657;0.00516090057248955;-0.0310782930996484;0.0442806163488581;-0.298868060896841;0.161321177752615;-0.131414681541077;0.0846532412061202
"136319";0.143606246686116;0.194814985866702;0.0435828866673675;0.189101942764528;-0.0110866720236418;-0.067912341678689;-0.0125986564292755;0.00155857532491017
"137492";0.340323460421621;0.206478569945996;-0.0931986163109278;0.364601465574055;-0.489205411968183;-0.131586860557286;-0.188546820916766;0.117512757727528
"1385";0.287588101210261;-0.0474223566907149;0.165342130483474;0.16372785322289;-0.0688340281649573;0.0240071227886865;-0.102099867884259;-0.100225359947191
"1387";-6.63360189911434e-05;0.052569724011301;0.0234824403373796;0.0176462428916465;-0.0838985866498921;-0.0629510355193279;0.0466318352352672;0.21837848223295
"139170";0.00864489909056923;0.0518875433990882;0.061975931290615;0.0647302754461424;-0.1800447519247;0.0192145400341258;-0.348470277284139;-0.156462575655124
"1392";-0.0168439633603182;0.0406035304657013;0.0673475063572366;-0.0137707012253267;0.00489512865498788;-0.0757960445532645;0.00954565380887233;-0.0897980520375348
"1399";0.0260669348287844;0.191409250057277;0.0676979829548786;0.0901373963971832;-0.099892618402977;-0.0592659575201962;-0.113028701417997;0.0195794056123674
"140459";0.100375656986193;0.136711219989583;0.0479194773662002;0.155230438150213;-0.1156369900346;-0.195613425919882;-0.183984445564531;-0.000199659982903957
"143187";-0.00598078271510565;0.0493515750484532;0.0273386440616749;0.0620935250101613;0.0668081288807652;0.0465060091391401;0.0545927405316148;0.00377076620652901
"1432";0.345356547470188;0.292215204303934;0.315070306288898;0.294699449602594;-0.081588995178265;-0.193845871282139;-0.415978172557921;-0.371962868413389
"143279";0.022295479299941;0.0177842677951412;0.117631073995756;-0.0807763943113983;0.115797394660808;-0.386736335900545;0.069591416821127;-0.395125033697321
